user_id,item_ids,timestamp
5181,"[2843, 328, 2246, 1148, 2972, 3796, 3872, 1059, 382, 403, 5096]",1265846400
582,"[1604, 182, 207, 2664, 3174, 33, 3880, 3401, 2901, 5322, 2255]",1266451200
7634,"[523, 2689, 3106, 790, 5018, 3822]",1267747200
582,"[182, 207, 2664, 3174, 33, 3880, 3401, 2901, 5322, 2255, 480]",1268006400
582,"[207, 2664, 3174, 33, 3880, 3401, 2901, 5322, 2255, 480, 3476]",1268006400
582,"[2664, 3174, 33, 3880, 3401, 2901, 5322, 2255, 480, 3476, 47]",1268092800
582,"[3174, 33, 3880, 3401, 2901, 5322, 2255, 480, 3476, 47, 186]",1268092800
582,"[33, 3880, 3401, 2901, 5322, 2255, 480, 3476, 47, 186, 1741]",1268092800
23962,"[3501, 2962, 4925, 4927, 5643]",1268611200
582,"[3880, 3401, 2901, 5322, 2255, 480, 3476, 47, 186, 1741, 46]",1268697600
582,"[3401, 2901, 5322, 2255, 480, 3476, 47, 186, 1741, 46, 2642]",1268697600
2842,"[3375, 167, 2485, 6001, 4687]",1269043200
15998,"[1413, 2643, 1534, 3452, 3967]",1270598400
1824,"[3958, 100, 2396, 3624, 99, 1117, 1119, 2827, 2984, 2985, 4967]",1272412800
5792,"[376, 3616, 4925, 5644, 6260, 5273, 2561, 7009]",1275523200
211,"[18, 1748, 1843, 3412, 2255]",1276128000
11007,"[2289, 1213, 2338, 795, 3876]",1277424000
582,"[2901, 5322, 2255, 480, 3476, 47, 186, 1741, 46, 2642, 117]",1277769600
582,"[5322, 2255, 480, 3476, 47, 186, 1741, 46, 2642, 117, 3176]",1277769600
12642,"[1299, 1559, 3193, 2665, 991, 3965]",1278028800
16087,"[2953, 3874, 2445, 3009, 1423]",1278460800
1879,"[103, 430, 1498, 1889, 5135, 1822, 105, 2838, 4235, 4773, 3403]",1281398400
8926,"[1722, 1376, 641, 2577, 5628, 3831]",1281398400
582,"[2255, 480, 3476, 47, 186, 1741, 46, 2642, 117, 3176, 1578]",1281484800
11284,"[1030, 826, 1697, 1621, 1784, 941, 3375, 4804, 4314, 5034, 3578]",1281484800
22656,"[2993, 2612, 6517, 6589, 6588]",1281484800
11284,"[826, 1697, 1621, 1784, 941, 3375, 4804, 4314, 5034, 3578, 3958]",1283990400
102,"[1342, 9, 946, 1289, 947, 3072, 1441, 3732, 11423]",1284076800
11284,"[1697, 1621, 1784, 941, 3375, 4804, 4314, 5034, 3578, 3958, 3840]",1284163200
1879,"[430, 1498, 1889, 5135, 1822, 105, 2838, 4235, 4773, 3403, 2602]",1284595200
582,"[480, 3476, 47, 186, 1741, 46, 2642, 117, 3176, 1578, 487]",1284940800
5731,"[1549, 372, 2918, 5154, 1535]",1286150400
8929,"[666, 832, 1018, 4935, 641]",1286582400
582,"[3476, 47, 186, 1741, 46, 2642, 117, 3176, 1578, 487, 2767]",1287100800
5819,"[3223, 1075, 625, 5519, 377]",1287446400
582,"[47, 186, 1741, 46, 2642, 117, 3176, 1578, 487, 2767, 7002]",1287619200
19709,"[2512, 2734, 2917, 2920, 2025]",1287619200
582,"[186, 1741, 46, 2642, 117, 3176, 1578, 487, 2767, 7002, 746]",1287705600
13341,"[1078, 1899, 2665, 4261, 4694, 1709]",1288051200
1879,"[1498, 1889, 5135, 1822, 105, 2838, 4235, 4773, 3403, 2602, 3798]",1288656000
582,"[1741, 46, 2642, 117, 3176, 1578, 487, 2767, 7002, 746, 7003]",1288915200
16881,"[1565, 5531, 6922, 3804, 3339, 3610]",1289520000
29736,"[4925, 6260, 6391, 7068, 7271]",1289952000
6083,"[5575, 393, 1958, 4491, 2016]",1290211200
4803,"[2793, 3743, 1451, 291, 1828]",1291420800
9642,"[5088, 946, 4261, 6209, 710, 3046]",1291507200
1824,"[100, 2396, 3624, 99, 1117, 1119, 2827, 2984, 2985, 4967, 5560]",1291593600
16546,"[1499, 2981, 4630, 5542, 7046]",1291852800
1824,"[2396, 3624, 99, 1117, 1119, 2827, 2984, 2985, 4967, 5560, 2986]",1292112000
17800,"[1709, 5382, 4639, 4432, 7334]",1292198400
14013,"[3650, 4382, 4884, 5801, 1166]",1292976000
6779,"[456, 3073, 3082, 3853, 6407, 3232]",1293148800
1824,"[3624, 99, 1117, 1119, 2827, 2984, 2985, 4967, 5560, 2986, 1137]",1294099200
7757,"[539, 2716, 593, 3834, 1612]",1294099200
4463,"[258, 1057, 1667, 1668, 2646, 3341]",1294272000
4794,"[290, 5810, 2916, 3723, 3935, 1961, 6278, 1896, 3759, 4298]",1294358400
5181,"[328, 2246, 1148, 2972, 3796, 3872, 1059, 382, 403, 5096, 2409]",1294358400
6288,"[1689, 1056, 1246, 408, 1117]",1294444800
15131,"[5346, 7521, 2785, 5544, 1577, 1300]",1294617600
107,"[9, 1027, 2169, 5152, 6385]",1294704000
2790,"[1604, 823, 206, 1989, 603, 2062, 3272, 207, 3479, 3111, 8843]",1294790400
2512,"[146, 1192, 1266, 2306, 7254]",1294876800
5139,"[7186, 4803, 6465, 4541, 3923, 3382, 6852, 6853, 8870, 3478, 4009]",1295395200
29309,"[4727, 5906, 5099, 5404, 8578]",1295395200
582,"[46, 2642, 117, 3176, 1578, 487, 2767, 7002, 746, 7003, 953]",1295481600
9224,"[2695, 1324, 668, 682, 6210]",1296000000
8661,"[625, 1484, 1077, 3191, 3223, 5310]",1296259200
17561,"[2054, 3357, 1674, 2844, 5096]",1296518400
15942,"[4718, 1621, 1401, 2613, 1668, 2612, 9225, 2863, 2864, 6054, 6588]",1298419200
15942,"[1621, 1401, 2613, 1668, 2612, 9225, 2863, 2864, 6054, 6588, 6589]",1298419200
24043,"[5326, 5675, 2985, 3073, 5507, 6177]",1298592000
1064,"[1243, 1194, 56, 826, 175, 2136, 2518, 728, 3381, 3792, 6669]",1298937600
23554,"[5696, 5036, 3529, 2838, 7682, 5902]",1299456000
1879,"[1889, 5135, 1822, 105, 2838, 4235, 4773, 3403, 2602, 3798, 5902]",1299628800
1879,"[5135, 1822, 105, 2838, 4235, 4773, 3403, 2602, 3798, 5902, 6068]",1299628800
23533,"[2949, 5229, 4818, 2864, 2832]",1299628800
1879,"[1822, 105, 2838, 4235, 4773, 3403, 2602, 3798, 5902, 6068, 5897]",1299801600
1879,"[105, 2838, 4235, 4773, 3403, 2602, 3798, 5902, 6068, 5897, 6959]",1299801600
1879,"[2838, 4235, 4773, 3403, 2602, 3798, 5902, 6068, 5897, 6959, 6961]",1299801600
5181,"[2246, 1148, 2972, 3796, 3872, 1059, 382, 403, 5096, 2409, 1879]",1299888000
1879,"[4235, 4773, 3403, 2602, 3798, 5902, 6068, 5897, 6959, 6961, 5898]",1299974400
27321,"[5213, 3940, 3992, 4754, 7871]",1300060800
4893,"[300, 2175, 2755, 4221, 4207, 3826, 6791]",1300233600
7159,"[1559, 1342, 999, 491, 5435, 1903, 6716]",1300406400
1879,"[4773, 3403, 2602, 3798, 5902, 6068, 5897, 6959, 6961, 5898, 4998]",1300492800
342,"[72, 20, 470, 631, 1654, 1726]",1300752000
2165,"[113, 509, 991, 1631, 3442, 3624, 3893, 3985, 5614]",1300752000
5139,"[4803, 6465, 4541, 3923, 3382, 6852, 6853, 8870, 3478, 4009, 7337]",1300752000
6295,"[408, 1075, 1472, 1674, 3718, 2868, 2224, 4405, 7764, 6173]",1301097600
9328,"[676, 1536, 3359, 4687, 4688, 5376, 6526]",1301097600
20809,"[5151, 2238, 5236, 2208, 5049]",1301702400
15132,"[1300, 1541, 3513, 4856, 2308]",1301788800
14577,"[1233, 2007, 2300, 2930, 3128]",1302134400
29368,"[4766, 4767, 7238, 8722, 8922, 8989, 18995, 9077]",1302220800
1879,"[3403, 2602, 3798, 5902, 6068, 5897, 6959, 6961, 5898, 4998, 5901]",1302393600
19888,"[3773, 2066, 3713, 6276, 8765]",1302480000
16926,"[3529, 1578, 5322, 5531, 7687]",1303689600
112,"[1304, 10, 5962, 1324, 424]",1303862400
1064,"[1194, 56, 826, 175, 2136, 2518, 728, 3381, 3792, 6669, 6001]",1303948800
1064,"[56, 826, 175, 2136, 2518, 728, 3381, 3792, 6669, 6001, 9352]",1303948800
6264,"[410, 405, 636, 3972, 3973, 5059]",1304035200
25145,"[6555, 4411, 6148, 7918, 3276]",1304121600
5542,"[2629, 2541, 358, 717, 10006]",1305504000
14426,"[1215, 8653, 8673, 2345, 7086, 8654]",1305590400
1718,"[333, 1266, 2851, 1667, 3913, 3403, 4833, 91, 1837, 1635, 6894]",1305936000
5933,"[3734, 697, 4542, 6057, 3940, 6324, 5446, 3615, 6909, 6051, 7568]",1306368000
4081,"[244, 7937, 758, 760, 762, 399, 539]",1306713600
17641,"[2170, 9434, 3527, 3480, 1678]",1306713600
1879,"[2602, 3798, 5902, 6068, 5897, 6959, 6961, 5898, 4998, 5901, 6800]",1306972800
2790,"[823, 206, 1989, 603, 2062, 3272, 207, 3479, 3111, 8843, 10108]",1306972800
1879,"[3798, 5902, 6068, 5897, 6959, 6961, 5898, 4998, 5901, 6800, 6725]",1307059200
1879,"[5902, 6068, 5897, 6959, 6961, 5898, 4998, 5901, 6800, 6725, 3615]",1307145600
5933,"[697, 4542, 6057, 3940, 6324, 5446, 3615, 6909, 6051, 7568, 7687]",1307232000
16591,"[1511, 2666, 7456, 4116, 7266, 2255, 1604]",1307232000
582,"[2642, 117, 3176, 1578, 487, 2767, 7002, 746, 7003, 953, 7004]",1307404800
582,"[117, 3176, 1578, 487, 2767, 7002, 746, 7003, 953, 7004, 9176]",1307404800
5139,"[6465, 4541, 3923, 3382, 6852, 6853, 8870, 3478, 4009, 7337, 4149]",1307577600
5933,"[4542, 6057, 3940, 6324, 5446, 3615, 6909, 6051, 7568, 7687, 483]",1307577600
6726,"[1311, 2183, 450, 3191, 5351]",1307577600
5725,"[2251, 372, 383, 2752, 635, 397, 2324, 2577, 2101, 564, 3523]",1307664000
1493,"[3789, 1034, 80, 86, 795, 1674, 1690, 2578, 2590, 6833, 7048]",1307836800
3607,"[7002, 7000, 5038, 5576, 5679, 6046, 207]",1307923200
6718,"[1075, 2457, 1098, 1999, 4698, 2799, 5310, 450, 8848, 5362, 6887]",1308096000
6774,"[593, 760, 5399, 7920, 1298, 1534, 1300, 1455, 5562, 3366, 3367]",1308182400
5933,"[6057, 3940, 6324, 5446, 3615, 6909, 6051, 7568, 7687, 483, 4808]",1308268800
16720,"[4149, 1534, 4841, 8133, 1821]",1308268800
6774,"[760, 5399, 7920, 1298, 1534, 1300, 1455, 5562, 3366, 3367, 5152]",1308355200
1712,"[965, 3062, 4816, 715, 1962, 292, 89, 519, 1186, 9354, 10731]",1308700800
5139,"[4541, 3923, 3382, 6852, 6853, 8870, 3478, 4009, 7337, 4149, 10681]",1309478400
22171,"[4994, 4993, 2484, 4995, 2585, 4413]",1309478400
21613,"[2349, 2351, 2353, 2359, 4528]",1309737600
5139,"[3923, 3382, 6852, 6853, 8870, 3478, 4009, 7337, 4149, 10681, 2665]",1310342400
8101,"[640, 2176, 3610, 572, 2081, 3602, 1877, 4012, 5002, 5208, 1845]",1310342400
8101,"[2176, 3610, 572, 2081, 3602, 1877, 4012, 5002, 5208, 1845, 2272]",1310342400
8259,"[8922, 7743, 10170, 7234, 7235, 10049, 8723, 591, 8724, 8665, 8714]",1310428800
7860,"[547, 3855, 5042, 8170, 8353]",1310688000
6774,"[5399, 7920, 1298, 1534, 1300, 1455, 5562, 3366, 3367, 5152, 6472]",1310774400
1718,"[1266, 2851, 1667, 3913, 3403, 4833, 91, 1837, 1635, 6894, 5273]",1310860800
8259,"[7743, 10170, 7234, 7235, 10049, 8723, 591, 8724, 8665, 8714, 2208]",1310947200
18552,"[2401, 1845, 2319, 3702, 3238, 5754, 5903, 3798, 5861, 6948, 8056]",1310947200
1718,"[2851, 1667, 3913, 3403, 4833, 91, 1837, 1635, 6894, 5273, 4964]",1311379200
6525,"[429, 3537, 4164, 3762, 2992]",1311379200
17302,"[5542, 4629, 7541, 1631, 5541, 5643, 6308]",1311552000
18668,"[1927, 2130, 2289, 1869, 10576]",1311638400
1703,"[5014, 2578, 88, 1712, 7946]",1311724800
4780,"[5002, 6265, 4328, 3736, 1056, 2238, 2341, 1043, 2005, 4471, 4473]",1311811200
5897,"[2374, 2246, 385, 6588, 2352, 4311, 4314, 4316, 10106, 10005, 952]",1312070400
6469,"[424, 716, 1614, 4397, 7765]",1312156800
27847,"[5810, 4818, 5317, 4161, 10344]",1312156800
6774,"[7920, 1298, 1534, 1300, 1455, 5562, 3366, 3367, 5152, 6472, 8822]",1312416000
1493,"[1034, 80, 86, 795, 1674, 1690, 2578, 2590, 6833, 7048, 247]",1312502400
1493,"[80, 86, 795, 1674, 1690, 2578, 2590, 6833, 7048, 247, 2355]",1312502400
1493,"[86, 795, 1674, 1690, 2578, 2590, 6833, 7048, 247, 2355, 6797]",1312502400
4985,"[308, 2935, 1538, 399, 802]",1312502400
23553,"[2838, 4397, 5069, 3597, 6962, 8486]",1312588800
1493,"[795, 1674, 1690, 2578, 2590, 6833, 7048, 247, 2355, 6797, 2586]",1312761600
2026,"[309, 508, 539, 542, 720, 111, 379]",1312934400
14244,"[4845, 1472, 1197, 1455, 1470]",1313107200
8259,"[10170, 7234, 7235, 10049, 8723, 591, 8724, 8665, 8714, 2208, 8725]",1313280000
5897,"[2246, 385, 6588, 2352, 4311, 4314, 4316, 10106, 10005, 952, 6142]",1313366400
7698,"[530, 4418, 4457, 4417, 5247, 2448, 3937, 6710, 6066, 6780]",1313452800
3071,"[180, 832, 3374, 3491, 4232, 4194, 1621, 6098, 464, 4348, 11157]",1313971200
8504,"[4035, 1125, 3745, 611, 7946]",1313971200
189,"[17, 6305, 491, 6418, 5025]",1314144000
6953,"[1907, 469, 4019, 5710, 631, 1416, 3274, 9593, 6452, 2198, 3976]",1314316800
2474,"[1065, 143, 1551, 1413, 279]",1314403200
6767,"[5148, 3250, 454, 4916, 5892, 4474, 7785, 9270, 5384, 5428, 5266]",1314403200
30019,"[5057, 6121, 7092, 7193, 8515]",1314403200
1712,"[3062, 4816, 715, 1962, 292, 89, 519, 1186, 9354, 10731, 11228]",1314489600
6953,"[469, 4019, 5710, 631, 1416, 3274, 9593, 6452, 2198, 3976, 3663]",1314748800
6953,"[4019, 5710, 631, 1416, 3274, 9593, 6452, 2198, 3976, 3663, 1671]",1315353600
690,"[101, 99, 95, 104, 93, 2176, 2609, 41, 2862, 10011, 487]",1315440000
5179,"[328, 1197, 4443, 403, 4622, 9343]",1315440000
4780,"[6265, 4328, 3736, 1056, 2238, 2341, 1043, 2005, 4471, 4473, 2665]",1315526400
17498,"[5145, 6054, 1668, 5623, 4471]",1315526400
3249,"[1589, 190, 10608, 1689, 1984]",1315612800
6953,"[5710, 631, 1416, 3274, 9593, 6452, 2198, 3976, 3663, 1671, 4346]",1315612800
22926,"[2665, 4845, 8122, 4149, 2877]",1315612800
6953,"[631, 1416, 3274, 9593, 6452, 2198, 3976, 3663, 1671, 4346, 7288]",1315699200
3417,"[3382, 195, 2316, 972, 3378, 6324, 6930, 3250, 8294, 7214, 9311]",1315785600
9108,"[1122, 656, 995, 2204, 4405, 10973]",1315785600
13816,"[1134, 1604, 1625, 5606, 9804]",1315785600
3071,"[832, 3374, 3491, 4232, 4194, 1621, 6098, 464, 4348, 11157, 7013]",1315872000
6953,"[1416, 3274, 9593, 6452, 2198, 3976, 3663, 1671, 4346, 7288, 12542]",1315872000
6275,"[625, 7360, 3841, 10338, 408, 2193, 3610, 4311, 6954]",1316304000
17205,"[1617, 1804, 2612, 8820, 3064, 3505, 4306, 8914, 2420]",1316476800
292,"[19, 551, 1572, 7902, 9748, 11969]",1316563200
3071,"[3374, 3491, 4232, 4194, 1621, 6098, 464, 4348, 11157, 7013, 11176]",1316563200
9191,"[4298, 4891, 663, 4249, 7548]",1316736000
22277,"[2500, 2501, 5741, 2806, 7895]",1316736000
10551,"[5095, 5926, 4289, 3009, 3874, 760, 5014, 5466]",1316822400
7884,"[560, 552, 9466, 4643, 2796]",1316908800
22148,"[2482, 5497, 6887, 3844, 4048, 9805]",1316995200
13063,"[1038, 1543, 1804, 2578, 5481]",1317168000
2790,"[206, 1989, 603, 2062, 3272, 207, 3479, 3111, 8843, 10108, 3484]",1317340800
6278,"[408, 530, 1077, 1621, 2361, 9391]",1317427200
3071,"[3491, 4232, 4194, 1621, 6098, 464, 4348, 11157, 7013, 11176, 11513]",1317513600
6953,"[3274, 9593, 6452, 2198, 3976, 3663, 1671, 4346, 7288, 12542, 10377]",1317513600
6953,"[9593, 6452, 2198, 3976, 3663, 1671, 4346, 7288, 12542, 10377, 10538]",1317513600
16381,"[4709, 5096, 1473, 2140, 7918]",1317513600
27333,"[3940, 6325, 9569, 6321, 6324, 9849]",1317513600
1718,"[1667, 3913, 3403, 4833, 91, 1837, 1635, 6894, 5273, 4964, 2210]",1317600000
4341,"[3670, 5763, 251, 414, 615, 2289, 5503]",1317600000
10072,"[725, 2297, 3136, 9933, 10106, 10657]",1317600000
25507,"[3385, 6565, 7716, 8854, 8855, 5467]",1317686400
1493,"[1674, 1690, 2578, 2590, 6833, 7048, 247, 2355, 6797, 2586, 399]",1317859200
1493,"[1690, 2578, 2590, 6833, 7048, 247, 2355, 6797, 2586, 399, 5978]",1317859200
1718,"[3913, 3403, 4833, 91, 1837, 1635, 6894, 5273, 4964, 2210, 4899]",1317945600
2351,"[1252, 1758, 3806, 128, 3803, 4223, 4272, 4273, 9933, 10106, 7746]",1317945600
5489,"[1731, 2166, 4314, 355, 2015, 1860, 5134, 10871, 1678, 6484, 3459]",1317945600
5993,"[386, 2591, 1722, 6894, 2043, 6711, 1836, 7214, 7991]",1317945600
20105,"[3139, 2099, 2625, 8869, 9391]",1317945600
115,"[7636, 2575, 6961, 11, 6341]",1318032000
4912,"[3939, 303, 3138, 4648, 6554, 6556]",1318032000
1876,"[103, 4629, 5542, 6298, 3147, 8325, 869, 8292]",1318204800
8101,"[3610, 572, 2081, 3602, 1877, 4012, 5002, 5208, 1845, 2272, 11784]",1318204800
2790,"[1989, 603, 2062, 3272, 207, 3479, 3111, 8843, 10108, 3484, 6488]",1318291200
8259,"[7234, 7235, 10049, 8723, 591, 8724, 8665, 8714, 2208, 8725, 10703]",1318377600
6953,"[6452, 2198, 3976, 3663, 1671, 4346, 7288, 12542, 10377, 10538, 743]",1318723200
15921,"[1396, 2358, 4183, 4813, 5503, 2224, 4812]",1318723200
2790,"[603, 2062, 3272, 207, 3479, 3111, 8843, 10108, 3484, 6488, 8996]",1318896000
6767,"[3250, 454, 4916, 5892, 4474, 7785, 9270, 5384, 5428, 5266, 6582]",1318982400
6767,"[454, 4916, 5892, 4474, 7785, 9270, 5384, 5428, 5266, 6582, 7563]",1318982400
11284,"[1621, 1784, 941, 3375, 4804, 4314, 5034, 3578, 3958, 3840, 2089]",1319155200
4780,"[4328, 3736, 1056, 2238, 2341, 1043, 2005, 4471, 4473, 2665, 12013]",1319241600
6206,"[3065, 400, 436, 2760, 11798]",1319241600
2542,"[1480, 2639, 149, 564, 1792, 4127, 4146]",1319414400
13318,"[4687, 2370, 2371, 8572, 1076, 8868, 3221, 12337, 8000, 7517, 5643]",1319414400
6953,"[2198, 3976, 3663, 1671, 4346, 7288, 12542, 10377, 10538, 743, 6030]",1319500800
6953,"[3976, 3663, 1671, 4346, 7288, 12542, 10377, 10538, 743, 6030, 7192]",1319500800
17484,"[1667, 4012, 4402, 8056, 3822]",1319500800
23941,"[3662, 2957, 6121, 3155, 4756, 3350, 9110]",1319673600
25488,"[3378, 5661, 6160, 4491, 6415, 8373, 5726]",1319760000
3417,"[195, 2316, 972, 3378, 6324, 6930, 3250, 8294, 7214, 9311, 8920]",1319846400
686,"[1853, 478, 986, 3150, 269, 2393, 3702, 41, 2757, 10107, 628]",1320105600
11284,"[1784, 941, 3375, 4804, 4314, 5034, 3578, 3958, 3840, 2089, 9505]",1320105600
14329,"[4608, 1213, 6696, 1789, 5143, 1836, 6103]",1320105600
24206,"[5273, 4978, 3705, 10815, 3034]",1320105600
7585,"[4379, 2266, 2370, 519, 4572, 3734]",1320192000
8259,"[7235, 10049, 8723, 591, 8724, 8665, 8714, 2208, 8725, 10703, 4698]",1320192000
11284,"[941, 3375, 4804, 4314, 5034, 3578, 3958, 3840, 2089, 9505, 9456]",1320192000
1673,"[2619, 87, 2648, 3447, 6377]",1320278400
3417,"[2316, 972, 3378, 6324, 6930, 3250, 8294, 7214, 9311, 8920, 2259]",1320278400
6953,"[3663, 1671, 4346, 7288, 12542, 10377, 10538, 743, 6030, 7192, 829]",1320364800
7393,"[2540, 3955, 3935, 3834, 509, 7869, 9224, 10113]",1320364800
17050,"[1603, 1616, 2635, 4130, 9938]",1320364800
17255,"[2052, 6069, 1623, 1641, 2362]",1320364800
1099,"[1370, 58, 2640, 7682, 11331]",1320624000
1706,"[3940, 3997, 5117, 11402, 89]",1320624000
1824,"[99, 1117, 1119, 2827, 2984, 2985, 4967, 5560, 2986, 1137, 8341]",1320796800
20609,"[5307, 10724, 4142, 2175, 5391]",1320883200
22282,"[5831, 2502, 4609, 6905, 6813]",1320883200
3417,"[972, 3378, 6324, 6930, 3250, 8294, 7214, 9311, 8920, 2259, 4756]",1320969600
5496,"[355, 395, 1957, 5973, 7513]",1320969600
12504,"[976, 10235, 12264, 12266, 9227]",1321228800
3417,"[3378, 6324, 6930, 3250, 8294, 7214, 9311, 8920, 2259, 4756, 2038]",1321401600
6774,"[1298, 1534, 1300, 1455, 5562, 3366, 3367, 5152, 6472, 8822, 1069]",1321401600
11284,"[3375, 4804, 4314, 5034, 3578, 3958, 3840, 2089, 9505, 9456, 2084]",1321401600
1248,"[1017, 770, 1851, 5208, 3847, 2964, 4470, 5609, 3056, 8068, 12237]",1321488000
14718,"[2807, 1252, 3553, 1549, 4310, 9204]",1321833600
8653,"[625, 1076, 1098, 3223, 3237, 9142]",1321920000
6427,"[421, 3610, 1865, 3607, 10035]",1322179200
16959,"[1586, 4723, 7352, 1836, 2366]",1322352000
8259,"[10049, 8723, 591, 8724, 8665, 8714, 2208, 8725, 10703, 4698, 8277]",1322438400
4202,"[10826, 250, 8752, 8746, 9923, 8745, 1479]",1322524800
4599,"[1807, 2345, 2612, 1039, 5144, 269, 5275, 1437, 4256, 4063, 10990]",1322524800
13599,"[1109, 3815, 4297, 4639, 6348, 6828, 7787]",1322524800
1146,"[1512, 63, 538, 2469, 2496, 2499, 4955, 6565]",1322611200
11284,"[4804, 4314, 5034, 3578, 3958, 3840, 2089, 9505, 9456, 2084, 3606]",1322611200
2602,"[5180, 3017, 6959, 6530, 1669, 7108, 6374, 6814, 8487, 10034, 10035]",1322697600
11284,"[4314, 5034, 3578, 3958, 3840, 2089, 9505, 9456, 2084, 3606, 10318]",1322784000
